Sector,Date,TOTAL_SCORE,Bull_Prob_Raw,Volume_Z,Open,High,Low,Close,Volume_Metric,Fit_Type,ACTION,Position_Size,Market_Score,Market_Regime,Market_Source,Strategy,Threshold_Buy,Threshold_Sell,Excess_Prob,Rotation_Status,Dispersion
电网设备,2025-07-31,0.0,0.03319745989154936,0.652507,129.694,126.803,126.803,126.803,0.652507,Full (Ret+Vol+Var),⚪ CASH / SHORT,0.0,0.22043902771826732,🔻 Deep Bear,Sector Median,Cash or short positions,0.9634247013435919,0.4650819858023324,-0.22043902771826732,HIGH ROTATION,0.44774878585956485
电池,2025-07-31,0.0,0.0020455357161093257,1.98111,177.646,170.151,170.151,170.151,1.98111,Full (Ret+Vol+Var),⚪ CASH / SHORT,0.0,0.22043902771826732,🔻 Deep Bear,Sector Median,Cash or short positions,0.9634247013435919,0.4650819858023324,-0.22043902771826732,HIGH ROTATION,0.44774878585956485
整车,2025-07-31,0.22043902771826732,0.3204390277182673,2.73673,148.57,144.618,144.618,144.618,2.73673,Full (Ret+Vol+Var),⚪ CASH / SHORT,0.0,0.22043902771826732,🔻 Deep Bear,Sector Median,Cash or short positions,0.9634247013435919,0.4650819858023324,0.0,HIGH ROTATION,0.44774878585956485
有色金属,2025-07-31,0.0,0.00024171996492006997,1.08522,158.536,152.766,152.766,152.766,1.08522,Full (Ret+Vol+Var),⚪ CASH / SHORT,0.0,0.22043902771826732,🔻 Deep Bear,Sector Median,Cash or short positions,0.9634247013435919,0.4650819858023324,-0.22043902771826732,HIGH ROTATION,0.44774878585956485
能源,2025-07-31,1.0,1.0,0.68865,131.765,130.859,130.859,130.859,0.68865,Full (Ret+Vol+Var),🟡 WATCH,0.1,0.22043902771826732,🔻 Deep Bear,Sector Median,Cash or short positions,0.9634247013435919,0.4650819858023324,0.7795609722817327,HIGH ROTATION,0.44774878585956485
机器人,2025-07-31,0.08823679503184224,0.09231718058898915,0.422806,122.419,121.641,121.641,121.641,0.422806,Full (Ret+Vol+Var),⚪ CASH / SHORT,0.0,0.22043902771826732,🔻 Deep Bear,Sector Median,Cash or short positions,0.9634247013435919,0.4650819858023324,-0.13220223268642506,HIGH ROTATION,0.44774878585956485
专业设备制造,2025-07-31,0.33009694820382385,0.23582261375018798,0.411373,151.513,148.757,148.757,148.757,0.411373,Full (Ret+Vol+Var),⚪ CASH / SHORT,0.0,0.22043902771826732,🔻 Deep Bear,Sector Median,Cash or short positions,0.9634247013435919,0.4650819858023324,0.10965792048555653,HIGH ROTATION,0.44774878585956485
银行,2025-08-01,1.0,1.0,0.848146,175.276,175.938,175.938,175.938,0.848146,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,0.3330271538407026,HIGH ROTATION,0.416746295389569
非银金融,2025-08-01,0.9250815410456763,0.8250815410456763,0.336294,159.409,158.515,158.515,158.515,0.336294,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,0.2581086948863789,HIGH ROTATION,0.416746295389569
半导体设计,2025-08-01,0.4843979972283594,0.4095115611038577,1.09452,196.337,193.862,193.862,193.862,1.09452,Full (Ret+Vol+Var),🟡 NEUTRAL,0.3,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,-0.182574848930938,HIGH ROTATION,0.416746295389569
半导体制造,2025-08-01,0.8492328180244058,0.8860124785053309,0.402053,162.376,160.029,160.029,160.029,0.402053,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,0.18225997186510834,HIGH ROTATION,0.416746295389569
半导体设备,2025-08-01,1.0,1.0,0.0672041,156.082,153.84,153.84,153.84,0.0672041,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,0.3330271538407026,HIGH ROTATION,0.416746295389569
半导体材料,2025-08-01,0.9136783670669745,0.9340912931913348,0.42451,137.284,136.502,136.502,136.502,0.42451,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,0.24670552090767706,HIGH ROTATION,0.416746295389569
软件,2025-08-01,0.09556630544131023,0.07815897870355575,2.03155,151.048,150.556,150.556,150.556,2.03155,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,-0.5714065407179871,HIGH ROTATION,0.416746295389569
光模块中游,2025-08-01,0.020823326880767122,0.06330570183711631,1.71013,279.322,273.409,273.409,273.409,1.71013,Fallback (Ret+Var),🔴 AVOID,0.0,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,-0.6461495192785303,HIGH ROTATION,0.416746295389569
液冷,2025-08-01,0.0,0.009924613793901475,2.78914,181.101,178.709,178.709,178.709,2.78914,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,-0.6669728461592974,HIGH ROTATION,0.416746295389569
军工电子,2025-08-01,0.0,0.09698241725461319,0.771276,156.074,151.785,151.785,151.785,0.771276,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,-0.6669728461592974,HIGH ROTATION,0.416746295389569
风电设备,2025-08-01,0.0,0.0,0.22738,107.342,108.975,108.975,108.975,0.22738,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,-0.6669728461592974,HIGH ROTATION,0.416746295389569
家用电器,2025-08-01,0.8636014716227578,0.7900575216227578,-0.529121,144.618,145.252,145.252,145.252,-0.529121,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,0.19662862546346038,HIGH ROTATION,0.416746295389569
电力,2025-08-01,0.7401667225497841,0.6401667225497841,-0.306161,122.615,122.687,122.687,122.687,-0.306161,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,0.07319387639048669,HIGH ROTATION,0.416746295389569
白酒,2025-08-01,0.5429677820952306,0.4429677820952306,-0.508254,88.7817,88.6083,88.6083,88.6083,-0.508254,Full (Ret+Vol+Var),🟡 NEUTRAL,0.3,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,-0.12400506406406686,HIGH ROTATION,0.416746295389569
电网设备,2025-08-01,1.0,0.9628839275718485,0.528661,126.803,128.227,128.227,128.227,0.528661,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,0.3330271538407026,HIGH ROTATION,0.416746295389569
电池,2025-08-01,0.6669728461592974,0.7615359076166788,0.253448,170.151,169.16,169.16,169.16,0.253448,Full (Ret+Vol+Var),🟡 NEUTRAL,0.3,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,0.0,HIGH ROTATION,0.416746295389569
整车,2025-08-01,0.908776253375764,0.9062423638431649,1.14191,144.618,145.386,145.386,145.386,1.14191,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,0.24180340721646654,HIGH ROTATION,0.416746295389569
有色金属,2025-08-01,0.8590453792951763,0.8025494900695543,-0.492584,152.766,153.449,153.449,153.449,-0.492584,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,0.1920725331358789,HIGH ROTATION,0.416746295389569
能源,2025-08-01,0.049714655079684894,0.1497146550796849,1.10067,130.859,127.237,127.237,127.237,1.10067,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,-0.6172581910796126,HIGH ROTATION,0.416746295389569
机器人,2025-08-01,0.11091822906692297,0.10607884235767508,-0.450054,121.641,121.364,121.364,121.364,-0.450054,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,-0.5560546170923745,HIGH ROTATION,0.416746295389569
专业设备制造,2025-08-01,0.0,0.0,-0.0235355,148.757,148.079,148.079,148.079,-0.0235355,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.6669728461592974,📈 Bull,Sector Median,Selective sector bets,0.9587328747470851,0.21126845561113095,-0.6669728461592974,HIGH ROTATION,0.416746295389569
银行,2025-08-04,1.0,0.9777338190142691,0.626308,175.938,177.606,177.606,177.606,0.626308,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,0.11384362695602468,MODERATE ROTATION,0.31257962734935296
非银金融,2025-08-04,1.0,1.0,-0.30164,158.515,158.706,158.706,158.706,-0.30164,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,0.11384362695602468,MODERATE ROTATION,0.31257962734935296
半导体设计,2025-08-04,0.6611078120500733,0.5611078120500733,0.694693,193.862,197.472,197.472,197.472,0.694693,Full (Ret+Vol+Var),🟡 HOLD/WATCH,0.5,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,-0.22504856099390202,MODERATE ROTATION,0.31257962734935296
半导体制造,2025-08-04,0.8596521164660942,0.7596521164660942,0.430556,160.029,163.81,163.81,163.81,0.430556,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,-0.026504256577881136,MODERATE ROTATION,0.31257962734935296
半导体设备,2025-08-04,0.36008849267176757,0.44170223814090326,-0.120758,153.84,154.298,154.298,154.298,-0.120758,Full (Ret+Vol+Var),🟡 HOLD/WATCH,0.5,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,-0.5260678803722078,MODERATE ROTATION,0.31257962734935296
半导体材料,2025-08-04,0.9380124781314436,0.9491033798797722,0.375549,136.502,136.094,136.094,136.094,0.375549,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,0.051856105087468296,MODERATE ROTATION,0.31257962734935296
软件,2025-08-04,0.08695903082465423,0.07691471377683232,0.304233,150.556,150.874,150.874,150.874,0.304233,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,-0.799197342219321,MODERATE ROTATION,0.31257962734935296
光模块中游,2025-08-04,1.0,1.0,0.537516,273.409,269.545,269.545,269.545,0.537516,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,0.11384362695602468,MODERATE ROTATION,0.31257962734935296
液冷,2025-08-04,0.930586614801996,0.9486130376536379,1.35942,178.709,180.993,180.993,180.993,1.35942,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,0.04443024175802068,MODERATE ROTATION,0.31257962734935296
军工电子,2025-08-04,0.9903486816841369,0.992611140388665,0.241664,151.785,154.674,154.674,154.674,0.241664,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,0.1041923086401616,MODERATE ROTATION,0.31257962734935296
风电设备,2025-08-04,0.975046924691869,0.9812973647469595,-0.214703,108.975,108.584,108.584,108.584,-0.214703,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,0.08889055164789372,MODERATE ROTATION,0.31257962734935296
家用电器,2025-08-04,0.8861563730439753,0.9420718740101555,-0.926071,145.252,146.126,146.126,146.126,-0.926071,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,0.0,MODERATE ROTATION,0.31257962734935296
电力,2025-08-04,0.6327967268190237,0.609697929451752,-0.612931,122.687,123.002,123.002,123.002,-0.612931,Full (Ret+Vol+Var),🟡 HOLD/WATCH,0.5,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,-0.25335964622495166,MODERATE ROTATION,0.31257962734935296
白酒,2025-08-04,0.37964774587692485,0.43600661651759653,-1.01116,88.6083,88.6709,88.6709,88.6709,-1.01116,Full (Ret+Vol+Var),🟡 HOLD/WATCH,0.5,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,-0.5065086271670505,MODERATE ROTATION,0.31257962734935296
电网设备,2025-08-04,0.5256500222809966,0.6256500222809965,-0.0423444,128.227,127.727,127.727,127.727,-0.0423444,Full (Ret+Vol+Var),🟡 HOLD/WATCH,0.5,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,-0.36050635076297877,MODERATE ROTATION,0.31257962734935296
电池,2025-08-04,0.9195477176317142,0.9416987156642181,-0.0259045,169.16,171.196,171.196,171.196,-0.0259045,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,0.03339134458773885,MODERATE ROTATION,0.31257962734935296
整车,2025-08-04,0.8982174513772587,0.8977360414987214,2.05271,145.386,144.85,144.85,144.85,2.05271,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,0.012061078333283404,MODERATE ROTATION,0.31257962734935296
有色金属,2025-08-04,1.0,1.0,-0.0906454,153.449,157.155,157.155,157.155,-0.0906454,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,0.11384362695602468,MODERATE ROTATION,0.31257962734935296
能源,2025-08-04,0.0371595277545783,0.028534009833518753,-0.305599,127.237,126.736,126.736,126.736,-0.305599,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,-0.848996845289397,MODERATE ROTATION,0.31257962734935296
机器人,2025-08-04,0.4106909809026261,0.3245717010688618,0.13075,121.364,124.077,124.077,124.077,0.13075,Full (Ret+Vol+Var),🟡 HOLD/WATCH,0.5,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,-0.4754653921413492,MODERATE ROTATION,0.31257962734935296
专业设备制造,2025-08-04,0.5319759160361041,0.631975916036104,-0.290253,148.079,148.348,148.348,148.348,-0.290253,Full (Ret+Vol+Var),🟡 HOLD/WATCH,0.5,0.8861563730439753,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.8674325323056749,0.04104725662000954,-0.35418045700787126,MODERATE ROTATION,0.31257962734935296
银行,2025-08-05,0.9935992726180336,0.9938313162863088,0.313056,177.606,180.062,180.062,180.062,0.313056,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,0.3134393912619028,HIGH ROTATION,0.3977717182529647
非银金融,2025-08-05,0.9736665862630709,0.9071241359791542,0.108266,158.706,160.805,160.805,160.805,0.108266,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,0.2935067049069401,HIGH ROTATION,0.3977717182529647
半导体设计,2025-08-05,0.9277286858869422,0.8277286858869423,-0.126365,197.472,197.55,197.55,197.55,-0.126365,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,0.24756880453081143,HIGH ROTATION,0.3977717182529647
半导体制造,2025-08-05,0.15913412561622514,0.13467598837352274,0.306198,163.81,164.31,164.31,164.31,0.306198,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,-0.5210257557399056,HIGH ROTATION,0.3977717182529647
半导体设备,2025-08-05,0.467816508217051,0.36781650821705103,-0.286713,154.298,154.415,154.415,154.415,-0.286713,Full (Ret+Vol+Var),🟡 NEUTRAL,0.3,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,-0.2123433731390798,HIGH ROTATION,0.3977717182529647
半导体材料,2025-08-05,0.9533866422916126,0.9538901154088788,-0.133597,136.094,136.799,136.799,136.799,-0.133597,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,0.2732267609354818,HIGH ROTATION,0.3977717182529647
软件,2025-08-05,0.09381070195716922,0.0827416059850436,0.317617,150.874,150.962,150.962,150.962,0.317617,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,-0.5863491793989616,HIGH ROTATION,0.3977717182529647
光模块中游,2025-08-05,0.9840648695889901,0.9622904240709522,1.30703,269.545,274.014,274.014,274.014,1.30703,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,0.3039049882328593,HIGH ROTATION,0.3977717182529647
液冷,2025-08-05,0.94742010956762,0.9604755448053739,1.26609,180.993,181.071,181.071,181.071,1.26609,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,0.2672602282114892,HIGH ROTATION,0.3977717182529647
军工电子,2025-08-05,0.0,0.0,0.604448,154.674,154.31,154.31,154.31,0.604448,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,-0.6801598813561308,HIGH ROTATION,0.3977717182529647
风电设备,2025-08-05,0.9351668297296585,0.9795405456699097,-0.775398,108.584,109.665,109.665,109.665,-0.775398,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,0.25500694837352766,HIGH ROTATION,0.3977717182529647
家用电器,2025-08-05,0.6801598813561308,0.7673856187224961,-0.703908,146.126,147.427,147.427,147.427,-0.703908,Full (Ret+Vol+Var),🟡 NEUTRAL,0.3,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,0.0,HIGH ROTATION,0.3977717182529647
电力,2025-08-05,0.4602881241808866,0.5602881241808866,-0.600546,123.002,123.127,123.127,123.127,-0.600546,Full (Ret+Vol+Var),🟡 NEUTRAL,0.3,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,-0.2198717571752442,HIGH ROTATION,0.3977717182529647
白酒,2025-08-05,0.7680945506346508,0.8226802829644386,-0.403751,88.6709,89.4997,89.4997,89.4997,-0.403751,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,0.08793466927852,HIGH ROTATION,0.3977717182529647
电网设备,2025-08-05,0.9332145354778846,0.8332145354778846,-0.061514,127.727,128.451,128.451,128.451,-0.061514,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,0.25305465412175376,HIGH ROTATION,0.3977717182529647
电池,2025-08-05,0.0,0.0,-0.176956,171.196,170.787,170.787,170.787,-0.176956,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,-0.6801598813561308,HIGH ROTATION,0.3977717182529647
整车,2025-08-05,0.062070341310076,0.08401029167937175,1.12542,144.85,145.437,145.437,145.437,1.12542,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,-0.6180895400460548,HIGH ROTATION,0.3977717182529647
有色金属,2025-08-05,0.8300739784759754,0.8380832750443155,-0.229184,157.155,157.784,157.784,157.784,-0.229184,Full (Ret+Vol+Var),🟢 BUY,0.8,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,0.1499140971198446,HIGH ROTATION,0.3977717182529647
能源,2025-08-05,0.012416072318538168,0.012268253037977125,-0.382332,126.736,128.171,128.171,128.171,-0.382332,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,-0.6677438090375927,HIGH ROTATION,0.3977717182529647
机器人,2025-08-05,0.11743866605371409,0.1263485967001028,0.0970797,124.077,124.701,124.701,124.701,0.0970797,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,-0.5627212153024167,HIGH ROTATION,0.3977717182529647
专业设备制造,2025-08-05,0.47400784820464525,0.42363153866044223,-0.242406,148.348,148.388,148.388,148.388,-0.242406,Full (Ret+Vol+Var),🟡 NEUTRAL,0.3,0.6801598813561308,📈 Bull,Sector Median,Selective sector bets,0.9154391722363964,0.21126845561113095,-0.20615203315148556,HIGH ROTATION,0.3977717182529647
银行,2025-08-06,0.5371006950891289,0.6371006950891289,-0.202647,180.062,180.186,180.186,180.186,-0.202647,Full (Ret+Vol+Var),🟡 HOLD/WATCH,0.5,0.8636365189918515,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.9220020081082826,0.37377996991537765,-0.3265358239027225,HIGH ROTATION,0.3807859938080183
非银金融,2025-08-06,0.35375649559729405,0.45375649559729403,-0.308465,160.805,161.141,161.141,161.141,-0.308465,Full (Ret+Vol+Var),🟡 HOLD/WATCH,0.5,0.8636365189918515,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.9220020081082826,0.37377996991537765,-0.5098800233945574,HIGH ROTATION,0.3807859938080183
半导体设计,2025-08-06,0.9360832365245932,0.8950345071693787,0.769214,197.55,196.722,196.722,196.722,0.769214,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8636365189918515,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.9220020081082826,0.37377996991537765,0.07244671753274179,HIGH ROTATION,0.3807859938080183
半导体制造,2025-08-06,0.0,0.0,1.21017,164.31,165.929,165.929,165.929,1.21017,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.8636365189918515,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.9220020081082826,0.37377996991537765,-0.8636365189918515,HIGH ROTATION,0.3807859938080183
半导体设备,2025-08-06,0.44243825839069983,0.34243825839069986,-0.0252975,154.415,154.758,154.758,154.758,-0.0252975,Full (Ret+Vol+Var),🟡 HOLD/WATCH,0.5,0.8636365189918515,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.9220020081082826,0.37377996991537765,-0.4211982606011516,HIGH ROTATION,0.3807859938080183
半导体材料,2025-08-06,0.95384685249065,0.9569740110255619,0.150901,136.799,137.839,137.839,137.839,0.150901,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8636365189918515,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.9220020081082826,0.37377996991537765,0.09021033349879859,HIGH ROTATION,0.3807859938080183
软件,2025-08-06,0.09044154113614468,0.0758799817737949,0.220423,150.962,151.033,151.033,151.033,0.220423,Full (Ret+Vol+Var),🔴 AVOID,0.0,0.8636365189918515,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.9220020081082826,0.37377996991537765,-0.7731949778557068,HIGH ROTATION,0.3807859938080183
光模块中游,2025-08-06,0.971929710095061,0.9610386573243742,0.14259,274.014,273.446,273.446,273.446,0.14259,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8636365189918515,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.9220020081082826,0.37377996991537765,0.10829319110320956,HIGH ROTATION,0.3807859938080183
液冷,2025-08-06,0.6486561380694634,0.7007568808295099,2.03692,181.071,183.027,183.027,183.027,2.03692,Full (Ret+Vol+Var),🟡 HOLD/WATCH,0.5,0.8636365189918515,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.9220020081082826,0.37377996991537765,-0.21498038092238803,HIGH ROTATION,0.3807859938080183
军工电子,2025-08-06,1.0,0.999770510917777,2.73527,154.31,160.227,160.227,160.227,2.73527,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8636365189918515,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.9220020081082826,0.37377996991537765,0.13636348100814855,HIGH ROTATION,0.3807859938080183
风电设备,2025-08-06,0.9436753111893513,0.9568151692046558,1.24513,109.665,108.607,108.607,108.607,1.24513,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8636365189918515,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.9220020081082826,0.37377996991537765,0.08003879219749988,HIGH ROTATION,0.3807859938080183
家用电器,2025-08-06,1.0,0.9693821500994239,-0.0942128,147.427,148.509,148.509,148.509,-0.0942128,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8636365189918515,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.9220020081082826,0.37377996991537765,0.13636348100814855,HIGH ROTATION,0.3807859938080183
电力,2025-08-06,0.381910209818063,0.28191020981806303,-0.0997341,123.127,122.776,122.776,122.776,-0.0997341,Full (Ret+Vol+Var),🟡 HOLD/WATCH,0.5,0.8636365189918515,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.9220020081082826,0.37377996991537765,-0.48172630917378845,HIGH ROTATION,0.3807859938080183
白酒,2025-08-06,0.701198791990251,0.639016891990251,-0.756362,89.4997,89.423,89.423,89.423,-0.756362,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8636365189918515,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.9220020081082826,0.37377996991537765,-0.16243772700160042,HIGH ROTATION,0.3807859938080183
电网设备,2025-08-06,0.9321751699317286,0.8321751699317286,-0.046601,128.451,129.273,129.273,129.273,-0.046601,Full (Ret+Vol+Var),🟢 STRONG BUY,1.0,0.8636365189918515,🚀 Strong Bull,Sector Median,Aggressive sector rotation,0.9220020081082826,0.37377996991537765,0.0685386509398771,HIGH ROTATION,0.3807859938080183
