index,Sector,RS_Score,Reversal_Score,Trend_Score,ATR_Score,Contra_Vol_Score,LT_Filter,TOTAL_SCORE,ACTION,Open,High,Low,Close,Volume_Metric,Date
5,光模块中游,2.0,0.0,1.0,0.0,0.0,0.0,3.0,YELLOW (WATCH/HOLD),212.99308723832792,228.8610155609758,212.7003283595081,227.88225706241087,1.7599446213023746,2025-07-29
6,军工电子,0.0,0.0,0.9,0.8,0.0,0.0,1.7005896116325834,RED (EXIT/AVOID),182.77611406867095,187.17999613162752,180.85872371745126,186.92436176428907,0.7496415818521394,2025-07-29
7,家用电器,0.0,0.0,0.2,0.9,0.0,-3.0,-1.9243145684592025,RED (EXIT/AVOID),140.02222231391372,140.39191558368373,138.67010474545648,139.22116957957851,-0.1600831168284215,2025-07-29
8,电力,0.0,0.0,0.1,0.0,0.0,0.0,0.05788557261431993,RED (EXIT/AVOID),125.11257249652014,126.49187841856613,124.917516303087,125.82064807331443,0.23533976761412,2025-07-29
9,白酒,0.0,0.0,0.4,0.0,0.0,-3.0,-2.5845808082256125,RED (EXIT/AVOID),80.81169861626616,81.22434778954222,80.0520633103966,80.75934485618674,-0.2339693116238109,2025-07-29
10,电网设备,0.0,0.0,0.7,0.0,0.0,0.0,0.6765224835107905,RED (EXIT/AVOID),129.49929710188076,130.92809052982255,128.02676660600602,130.3091202453254,0.25595898066520434,2025-07-29
11,电池,0.0,0.0,0.8,0.0,0.0,0.0,0.7552500003299837,RED (EXIT/AVOID),149.17139664318896,153.42190274732212,148.0700567600121,151.44033352220143,0.6768218178844674,2025-07-29
12,整车,0.0,0.0,0.3,0.0,2.0,0.0,2.3367354701998138,RED (EXIT/AVOID),116.2840490841411,117.02019085987781,114.58110827842773,116.04552865160002,1.6266525289237699,2025-07-29
13,能源,0.0,0.0,0.5,0.0,0.0,0.0,0.4806745406598473,RED (EXIT/AVOID),125.13927921086434,126.66944503054984,124.30611252139317,125.83447201546463,0.08891037366257801,2025-07-29
0,MARKET_PROXY,2.0,0.0,0.8,0.0,2.0,0.0,4.7803885721197155,YELLOW (WATCH/HOLD),190.39649841656944,193.3552546678588,188.11361572794218,190.73540803021763,0.4821258854123915,2025-07-30
1,银行,0.0,0.0,0.1,0.0,2.0,0.0,2.0658173991966087,RED (EXIT/AVOID),170.1900650611227,173.3218464302127,169.4682488359177,172.06370233175548,0.5305267652415737,2025-07-30
2,非银金融,0.0,0.0,0.6,0.0,0.0,0.0,0.5712281340926463,RED (EXIT/AVOID),159.58312650560123,162.77586685562514,158.4515427641028,160.7872933894761,0.7023437718094264,2025-07-30
3,半导体,2.0,0.0,0.8,0.0,2.0,0.0,4.7565893937694845,YELLOW (WATCH/HOLD),233.31943840942878,236.0178295409096,228.0675499683737,230.61547641733318,0.6540770548403263,2025-07-30
4,软件,0.0,0.0,0.7,0.0,0.0,0.0,0.700458724996381,RED (EXIT/AVOID),143.41244638292878,145.21139078319112,140.27275953198617,141.7566883019826,0.576448260846497,2025-07-30
5,光模块中游,2.0,0.0,1.0,0.0,0.0,0.0,3.0,YELLOW (WATCH/HOLD),224.7043115894149,229.11029529585917,220.15558115713998,225.7540008541981,0.3491760984058221,2025-07-30
6,军工电子,2.0,0.0,0.9,0.0,0.0,0.0,2.8981188981990984,RED (EXIT/AVOID),187.31798586339855,190.53754165134558,181.84736273058408,185.13732692235544,0.9313736890462326,2025-07-30
7,家用电器,0.0,0.0,0.2,0.8,2.0,0.0,3.0026743380161545,YELLOW (WATCH/HOLD),139.43789277186627,141.98760982766174,138.83813894515484,140.86142565375837,0.39260274809839596,2025-07-30
8,电力,0.0,0.0,0.1,0.0,0.0,0.0,0.0731177669685111,RED (EXIT/AVOID),126.09304248673726,127.298050906931,125.7899072741983,126.27941548236015,0.15786956181908587,2025-07-30
9,白酒,0.0,0.0,0.4,0.0,0.0,-3.0,-2.597402194266853,RED (EXIT/AVOID),80.9837437520297,82.44791387046521,80.65809115051493,81.65594692554544,0.4255740388608904,2025-07-30
10,电网设备,0.0,0.0,0.6,0.0,0.0,0.0,0.6249746617798412,RED (EXIT/AVOID),130.10708506355965,131.04593830689186,128.46467640696858,129.2790216924214,0.036645642110389044,2025-07-30
11,电池,0.0,0.0,0.7,0.0,0.0,0.0,0.6649677699828408,RED (EXIT/AVOID),151.49480866902,151.716570787556,144.45312211727878,145.5936556130365,1.0269092504212474,2025-07-30
12,整车,0.0,0.0,0.3,0.0,0.0,0.0,0.3082795873989883,RED (EXIT/AVOID),115.66209506808998,117.29466110972807,114.03570226093412,114.90539159305513,1.962482536326846,2025-07-30
13,能源,0.0,0.0,0.5,0.0,0.0,0.0,0.4689002160339419,RED (EXIT/AVOID),126.26602162238018,128.09583568150902,125.5868902352418,126.7927405664848,0.14462412085202705,2025-07-30
0,MARKET_PROXY,0.0,0.0,0.7,0.0,2.0,0.0,2.7000425956914333,RED (EXIT/AVOID),191.86013847423595,193.29490455409876,186.17340866789354,187.27415570157524,1.397548588310724,2025-07-31
1,银行,0.0,0.0,0.1,0.0,2.0,0.0,2.077349460642393,RED (EXIT/AVOID),172.30936537922932,174.4575242164127,170.35991454634703,173.79801278771856,1.0611693544828795,2025-07-31
2,非银金融,0.0,0.0,0.5,0.0,0.0,0.0,0.491869880398584,RED (EXIT/AVOID),159.8759797189841,160.70367330544295,155.1025768552535,155.96134743508776,0.8645314993504817,2025-07-31
3,半导体,2.0,0.0,0.8,0.0,2.0,0.0,4.764735099254674,YELLOW (WATCH/HOLD),230.1861122521452,239.74444080398982,226.90166183050923,230.8020417423438,1.6489236374274292,2025-07-31
4,软件,2.0,0.0,0.7,0.0,0.0,0.0,2.738162903043981,RED (EXIT/AVOID),142.12537704850718,148.78468814894336,140.81491551072727,144.3189777022771,2.2306498212416135,2025-07-31
5,光模块中游,2.0,0.0,1.0,0.0,0.0,0.0,3.0,YELLOW (WATCH/HOLD),231.49368816393235,242.46201223923362,225.75369322978878,231.38850547512004,2.183349584172623,2025-07-31
6,军工电子,2.0,0.0,0.9,0.0,0.0,0.0,2.8889335814050012,RED (EXIT/AVOID),183.3712457260648,190.3351998973781,181.57671414413196,185.42312322648615,0.6482327344203301,2025-07-31
7,家用电器,0.0,0.0,0.1,0.0,2.0,-3.0,-0.9279323013143177,RED (EXIT/AVOID),139.18330090004497,139.19632372865436,134.53694815639062,135.64628751976272,2.800571357507671,2025-07-31
8,电力,0.0,0.0,0.0,0.0,0.0,0.0,0.03765202261439853,RED (EXIT/AVOID),125.82329376354646,126.00111907660826,123.59044958608462,124.30278423615933,1.3294957648989323,2025-07-31
9,白酒,0.0,0.0,0.3,0.0,0.0,-3.0,-2.696027544985118,RED (EXIT/AVOID),81.27567280691062,81.37590177630652,79.10219831730014,79.3515674780392,1.0261648334241849,2025-07-31
10,电网设备,0.0,0.0,0.5,0.0,0.0,0.0,0.5082786408845609,RED (EXIT/AVOID),128.82248830837892,129.44275490310687,125.82954370463699,126.25840828023922,0.27857430748217477,2025-07-31
11,电池,0.0,0.0,0.5,0.0,0.0,0.0,0.5070789900941779,RED (EXIT/AVOID),145.46469783573392,147.54529020794513,140.92916630152826,141.56510712479547,0.8609011183464972,2025-07-31
12,整车,0.0,0.0,0.2,0.0,0.0,-3.0,-2.7893231862676617,RED (EXIT/AVOID),114.69904341148344,114.87126324396971,111.68941169613902,112.07749396642153,1.6364414870879862,2025-07-31
13,能源,0.0,0.0,0.4,0.0,0.0,0.0,0.4118065899859136,RED (EXIT/AVOID),126.57494271568451,126.94543199096124,123.80294849895957,125.04358812352979,0.3796769816537418,2025-07-31
0,MARKET_PROXY,2.0,0.0,0.6,0.0,2.0,0.0,4.622591530916732,YELLOW (WATCH/HOLD),186.43286236446363,189.68220435133566,184.81786812919324,186.89198991561807,0.0876792015995899,2025-08-01
1,银行,0.0,0.0,0.1,0.0,2.0,0.0,2.0978087573536994,RED (EXIT/AVOID),173.82840440194016,175.83794809835183,171.92484046637523,174.5952307582004,1.0595135719603046,2025-08-01
2,非银金融,0.0,0.0,0.4,0.0,0.0,0.0,0.40355979721495533,RED (EXIT/AVOID),155.71338786379746,157.11972958650034,154.47932626497646,154.8149427672825,-0.1758797542221474,2025-08-01
3,半导体,2.0,0.0,0.7,0.0,2.0,0.0,4.703278154390642,YELLOW (WATCH/HOLD),230.11439280771685,233.32894454730777,224.9720157913762,226.58800497293595,0.15745386649294096,2025-08-01
4,软件,2.0,0.0,0.7,0.0,0.0,0.0,2.7342280636060763,RED (EXIT/AVOID),145.53455598536087,147.14740280747273,140.13309883768665,143.43034610997427,1.4792362386371807,2025-08-01
5,光模块中游,2.0,0.0,1.0,0.0,0.0,0.0,3.0,YELLOW (WATCH/HOLD),228.41255815041802,235.20120439140322,221.30266913710923,225.61030300189753,0.8755462521646526,2025-08-01
6,军工电子,0.0,0.0,0.8,0.0,0.0,0.0,0.7777273409332828,RED (EXIT/AVOID),185.58106455802488,187.71165449636317,179.07779835698608,179.84304307238597,0.43209268345244695,2025-08-01
7,家用电器,0.0,1.0,-0.0,0.0,2.0,-3.0,-0.010453207040966639,RED (EXIT/AVOID),135.6047463249915,136.37380972798488,134.91648419806958,135.8076076388727,-0.012481683390501486,2025-08-01
8,电力,0.0,0.0,0.0,0.0,0.0,0.0,0.0030332253675485203,RED (EXIT/AVOID),123.9803519548838,124.66041340374935,123.30554702079506,123.9698509557329,-0.4208551810412131,2025-08-01
9,白酒,0.0,0.0,0.2,0.0,0.0,-3.0,-2.7797588082444857,RED (EXIT/AVOID),79.23944183232126,79.61901726673092,78.74189352706698,79.20147427465552,-0.4598917901102506,2025-08-01
10,电网设备,0.0,0.0,0.4,0.0,0.0,0.0,0.42593278172079163,RED (EXIT/AVOID),126.26801276113443,128.00700984207546,125.40216491317437,126.8290965163659,0.022491920408258387,2025-08-01
11,电池,0.0,0.0,0.4,0.0,0.0,0.0,0.3731749624106434,RED (EXIT/AVOID),141.50192427478612,143.99153654671585,140.08664409395723,141.16040666768464,0.14511427567537777,2025-08-01
12,整车,0.0,0.0,0.1,0.0,0.0,-3.0,-2.8613770800582956,RED (EXIT/AVOID),112.13100458607005,113.28668793442705,111.42276023016653,112.23513890302672,0.3097464327598528,2025-08-01
13,能源,0.0,0.0,0.3,0.0,0.0,0.0,0.3180593923937947,RED (EXIT/AVOID),124.43990778483504,125.14804977037288,122.59094733637602,123.11631571320727,0.5320681571127095,2025-08-01
0,MARKET_PROXY,2.0,0.0,0.6,0.0,2.0,0.0,4.568338655179505,YELLOW (WATCH/HOLD),186.14811549537347,188.65499874448855,184.96095314990123,187.79203963129885,-0.33755466434186193,2025-08-04
1,银行,0.0,0.0,0.1,0.0,0.0,0.0,0.14133274431959233,RED (EXIT/AVOID),174.63998373746549,178.0612983955191,174.40988550261844,176.4082924303073,0.939840707751329,2025-08-04
2,非银金融,0.0,0.0,0.3,0.0,0.0,0.0,0.3366612450885166,RED (EXIT/AVOID),153.98943490187682,155.4838700331704,153.67801622871727,155.11100253979996,-0.6144218286961155,2025-08-04
3,半导体,2.0,0.0,0.7,0.0,2.0,0.0,4.718156751612313,YELLOW (WATCH/HOLD),226.55291495712808,235.34675253206527,225.38481923209653,232.29819873706302,0.727586046453933,2025-08-04
4,软件,2.0,0.0,0.7,0.0,0.0,0.0,2.723335870507289,RED (EXIT/AVOID),141.99544172530645,145.0155773751298,140.69360366696876,143.68491411755235,0.298618674148515,2025-08-04
5,光模块中游,2.0,0.0,1.0,0.0,0.0,0.0,3.0,YELLOW (WATCH/HOLD),221.94010006633425,225.46175379960252,218.2641875148476,222.69407329582003,-0.07525203577325654,2025-08-04
6,军工电子,0.0,0.0,0.7,0.0,0.0,0.0,0.7437840116666892,RED (EXIT/AVOID),179.2715763294194,184.60728533059844,178.21443899197737,183.73257939994593,0.08837388832972352,2025-08-04
7,家用电器,0.0,1.0,-0.1,0.0,2.0,-3.0,-0.07031526168803381,RED (EXIT/AVOID),135.24111506718722,136.03579609747473,134.71464479151905,135.87059190290805,-0.4729982323734885,2025-08-04
8,电力,0.0,0.0,-0.0,0.0,2.0,0.0,1.9781393728520822,RED (EXIT/AVOID),123.83697866103222,124.80293401599326,123.07689155209397,124.00576085107215,-0.6149914196361711,2025-08-04
9,白酒,0.0,0.0,0.2,0.8,0.0,-3.0,-2.008784967460484,RED (EXIT/AVOID),79.12454451917188,79.40083739019137,78.53787966676575,79.16570164022669,-0.6050576973413484,2025-08-04
10,电网设备,0.0,0.0,0.4,0.0,0.0,0.0,0.3547007206927453,RED (EXIT/AVOID),125.05185567066927,127.26102631191182,124.49226851784776,126.69975996947551,-0.08172875575575851,2025-08-04
11,电池,0.0,0.0,0.3,0.0,0.0,0.0,0.29071742466114214,RED (EXIT/AVOID),140.73164138375725,142.84592161230452,139.57991497377745,142.32580100191151,-0.21598823236613685,2025-08-04
12,整车,0.0,0.0,0.1,0.0,0.0,-3.0,-2.9013894778834737,RED (EXIT/AVOID),111.51914366718142,113.03517718375556,110.71635907719002,112.85828197743768,0.5409419098863552,2025-08-04
13,能源,0.0,0.0,0.2,0.0,0.0,0.0,0.24982246445991388,RED (EXIT/AVOID),122.43394657186195,123.90462882085913,121.89670674021336,123.40700474137716,-0.2674023573659099,2025-08-04
0,MARKET_PROXY,0.0,0.0,0.5,0.0,2.0,0.0,2.5361078199685463,RED (EXIT/AVOID),189.0272340916033,191.12339986434972,185.74392513786935,188.95066414786066,-0.17663044092071306,2025-08-05
1,银行,0.0,0.0,0.2,0.0,0.0,0.0,0.2130337811483097,RED (EXIT/AVOID),176.37716838534448,179.20094975994974,175.6255709544095,178.95532997477883,0.1777463884884385,2025-08-05
2,非银金融,0.0,0.0,0.3,0.0,0.0,0.0,0.317401208986839,RED (EXIT/AVOID),155.29305583048566,157.61275448814285,154.9342470335897,157.06717846956795,-0.30133255605820514,2025-08-05
3,半导体,2.0,0.0,0.7,0.0,2.0,0.0,4.733667921375631,YELLOW (WATCH/HOLD),231.76518431017436,235.98593849424262,229.81199381733995,233.6882602812191,0.21054763219065195,2025-08-05
4,软件,2.0,0.0,0.7,0.0,0.0,0.0,2.7005011648831108,RED (EXIT/AVOID),143.6864734180061,145.79800506813834,141.38877466224028,143.5930216739739,0.16730800731601816,2025-08-05
5,光模块中游,2.0,0.0,1.0,0.0,0.0,0.0,3.0,YELLOW (WATCH/HOLD),227.82564434916162,237.09358126400647,219.48265968306904,229.86110001278055,0.677817493681528,2025-08-05
6,军工电子,2.0,0.0,0.7,0.0,0.0,0.0,2.7053224812963577,RED (EXIT/AVOID),184.54826960991105,187.43596321062316,182.15128412739182,183.71814092107138,0.4363311008148468,2025-08-05
7,家用电器,0.0,1.0,-0.1,0.8,2.0,-3.0,0.7391645290117532,RED (EXIT/AVOID),136.1233007661266,136.73861965309933,135.4330802424267,136.3141502285481,-0.5242185123282562,2025-08-05
8,电力,0.0,0.0,-0.0,0.8,2.0,0.0,2.7718989938166523,RED (EXIT/AVOID),124.05088667379817,124.54613091478514,123.42989502397087,124.23183195170043,-0.6013291484030623,2025-08-05
9,白酒,0.0,0.0,0.2,0.8,0.0,-3.0,-2.021448717896587,RED (EXIT/AVOID),79.23273962781715,80.83535789926533,79.17688862477696,80.67311849150637,0.023759974227885866,2025-08-05
10,电网设备,0.0,0.0,0.3,0.0,0.0,0.0,0.3041612216695957,RED (EXIT/AVOID),126.39282707624236,127.7811641569053,125.62382941444449,127.06819378557068,-0.25778874969744464,2025-08-05
11,电池,0.0,0.0,0.2,0.8,0.0,0.0,1.0494473290871271,RED (EXIT/AVOID),142.94154693552113,144.0051721400655,141.37329822547767,142.25482390239185,-0.28719028413676473,2025-08-05
12,整车,0.0,0.0,0.1,0.0,0.0,-3.0,-2.9090862051202335,RED (EXIT/AVOID),112.88097557639335,114.651483581582,112.35008760646052,113.78987086418786,0.748416911440392,2025-08-05
13,能源,0.0,0.0,0.2,0.0,0.0,0.0,0.22634842224448457,RED (EXIT/AVOID),123.47906884015963,125.05239510565767,123.12676227838757,124.76320037413437,-0.3502680279509428,2025-08-05
0,MARKET_PROXY,0.0,0.0,0.5,0.0,2.0,0.0,2.5133154972977145,RED (EXIT/AVOID),188.22507620741266,191.06107985713285,187.33666118890415,189.6315015796049,-0.4407412160692953,2025-08-06
1,银行,0.0,0.0,0.3,0.0,0.0,0.0,0.26788238389174596,RED (EXIT/AVOID),179.0608804639161,180.2400164464706,178.10527148409912,179.31373869795934,0.12081635092602883,2025-08-06
2,非银金融,0.0,0.0,0.3,0.8,0.0,0.0,1.1288604840689134,RED (EXIT/AVOID),156.9236398097831,158.21182046534358,156.14800246293615,157.30316306925548,-0.6018288350058641,2025-08-06
3,半导体,2.0,0.0,0.7,0.0,0.0,0.0,2.728658941228682,RED (EXIT/AVOID),232.43387865113397,235.2295496862232,229.24664203264518,233.43781361921396,0.5915772797639907,2025-08-06
4,软件,2.0,0.0,0.7,0.0,0.0,0.0,2.6759544651653018,RED (EXIT/AVOID),143.21717167908298,144.82125803908482,141.8633169648005,143.8273819278182,0.09300089196123373,2025-08-06
5,光模块中游,2.0,0.0,1.0,0.0,0.0,0.0,3.0,YELLOW (WATCH/HOLD),226.4531246619906,232.28818052487605,225.30657601540491,229.04283814276477,-0.2843458160867968,2025-08-06
6,军工电子,2.0,0.0,0.8,0.0,0.0,0.0,2.812227910350161,RED (EXIT/AVOID),183.8315938795468,195.1729491287136,182.6451079642742,193.12045001097425,2.1319831437865804,2025-08-06
7,家用电器,0.0,0.0,-0.1,0.9,2.0,-3.0,-0.22320531178062852,RED (EXIT/AVOID),136.33230366445548,136.96815204477105,135.58013539594594,136.80947645274165,-0.3245403159431784,2025-08-06
8,电力,0.0,0.0,-0.0,0.9,2.0,0.0,2.8211533651449523,RED (EXIT/AVOID),124.26225386982333,124.51079282408071,123.63549903920227,124.00582663057966,-0.35866902861896216,2025-08-06
9,白酒,0.0,0.0,0.2,0.9,0.0,-3.0,-1.967926946414536,RED (EXIT/AVOID),80.67694148533117,81.01877025472453,80.0925263406276,80.72142906892981,-0.74331465377619,2025-08-06
10,电网设备,0.0,0.0,0.3,0.8,0.0,0.0,1.1143041152277449,RED (EXIT/AVOID),126.99034173757761,128.2662230006505,126.48981557698009,127.70663875777946,-0.324908952332903,2025-08-06
11,电池,0.0,0.0,0.2,0.8,2.0,0.0,3.0556553171780694,YELLOW (WATCH/HOLD),142.26907992915443,144.73382333704572,141.0150630953492,144.2983849704608,-0.17254103214020405,2025-08-06
12,整车,0.0,0.0,0.1,0.0,0.0,-3.0,-2.923416910396974,RED (EXIT/AVOID),113.78482893520123,114.66898484239539,112.66987523597763,113.51169262604553,0.6180375682188417,2025-08-06
13,能源,0.0,0.0,0.2,0.0,0.0,0.0,0.24047754564404505,RED (EXIT/AVOID),124.68478216908414,126.87811268359837,124.30541107662435,126.29731925360244,0.24613535316206372,2025-08-06
0,MARKET_PROXY,0.0,0.0,0.5,0.0,2.0,0.0,2.4738102041964485,RED (EXIT/AVOID),189.57450904814596,191.36265464180295,186.1697706327325,188.74052318706114,-0.29540507801624,2025-08-07
1,银行,0.0,0.0,0.3,0.0,0.0,0.0,0.33193070989232626,RED (EXIT/AVOID),179.17432219858426,181.99317858769527,177.49876446946618,181.05449562468425,0.3470041997296462,2025-08-07
2,非银金融,0.0,0.0,0.3,0.8,0.0,0.0,1.1095533251432947,RED (EXIT/AVOID),157.2606600347584,158.2934144715127,155.56564457820153,156.5609286565542,-0.44525768903346324,2025-08-07
3,半导体,2.0,0.0,0.7,0.0,0.0,0.0,2.72990612500033,RED (EXIT/AVOID),233.21999024295926,239.22876292136047,230.71544643661812,234.87718976524167,1.0312669931685232,2025-08-07
4,软件,2.0,0.0,0.7,0.0,0.0,0.0,2.6501033356198858,RED (EXIT/AVOID),144.29136763798712,147.1843679068839,142.66451013306985,144.03770700947553,0.4721366553307417,2025-08-07
5,光模块中游,2.0,0.0,1.0,0.0,0.0,0.0,3.0,YELLOW (WATCH/HOLD),229.65573436779067,233.97647046114554,218.1635478419165,225.7404635968313,0.25243446562032573,2025-08-07
6,军工电子,2.0,0.0,0.9,0.0,0.0,0.0,2.875670757400781,RED (EXIT/AVOID),192.44356427161006,196.33505975319983,187.16992227078822,193.15292099924775,1.5258983115162053,2025-08-07
7,家用电器,0.0,0.0,-0.1,1.0,2.0,-3.0,-0.1821942812422579,RED (EXIT/AVOID),136.63428536647268,137.02733678592705,135.8301378047977,136.3263678892916,-0.5023531073815671,2025-08-07
8,电力,0.0,0.0,-0.1,0.9,2.0,0.0,2.848251833906451,RED (EXIT/AVOID),123.83687084321932,124.50189061099051,123.41331455313964,124.04074301812362,-0.4671239763130634,2025-08-07
9,白酒,0.0,0.0,0.2,0.9,2.0,-3.0,0.0726863044121786,RED (EXIT/AVOID),80.54844585202923,81.32726017823924,80.38637134582947,80.66472193536775,-0.4949878574428831,2025-08-07
10,电网设备,0.0,0.0,0.2,0.9,0.0,0.0,1.103790073406942,RED (EXIT/AVOID),127.71640232849609,128.46243446634395,126.2339705280932,127.31787907121262,-0.13003919167351385,2025-08-07
11,电池,0.0,0.0,0.2,0.9,0.0,0.0,1.0094699062808032,RED (EXIT/AVOID),144.11895170304584,145.0364877286622,141.20407821863608,142.08504870964595,0.16357096540670926,2025-08-07
12,整车,0.0,0.0,0.1,0.0,0.0,-3.0,-2.9351627085463594,RED (EXIT/AVOID),113.65777872971363,114.60567556425012,112.6387785684029,113.51910293204699,0.3850498616466507,2025-08-07
13,能源,0.0,0.0,0.3,0.0,0.0,0.0,0.31582656781024004,RED (EXIT/AVOID),128.08592260499924,129.76907964968754,127.53311919802896,129.3081763323902,0.5473995084325426,2025-08-07
0,MARKET_PROXY,0.0,0.0,0.5,0.0,2.0,0.0,2.4558356509644295,RED (EXIT/AVOID),188.69863727785173,192.76741824104897,187.3603674051676,190.01561515453008,-0.1941789412119811,2025-08-08
1,银行,0.0,0.0,0.4,0.0,0.0,0.0,0.3637613661145678,RED (EXIT/AVOID),181.14443824546152,182.5655131170274,179.81524865673697,180.481589964694,-0.1450673458678329,2025-08-08
2,非银金融,0.0,0.0,0.2,0.9,2.0,0.0,3.1133357479648796,YELLOW (WATCH/HOLD),156.58106604717997,156.65478500852393,154.85970454354134,155.3904657586879,-0.560257091642291,2025-08-08
3,半导体,2.0,0.0,0.7,0.0,0.0,0.0,2.6569846945561215,RED (EXIT/AVOID),231.9028484345817,233.768042694237,227.9536488283444,230.01416191918165,0.638768104422178,2025-08-08
4,软件,0.0,0.0,0.5,0.0,0.0,0.0,0.5164588647091255,RED (EXIT/AVOID),143.2587999204172,143.75170830732085,138.21520277924495,138.94747704842496,0.748292066755669,2025-08-08
5,光模块中游,2.0,0.0,1.0,0.0,0.0,0.0,3.0,YELLOW (WATCH/HOLD),224.1277846356166,229.5390103075608,222.1913739533754,224.0014306425707,-0.5085882308102577,2025-08-08
6,军工电子,2.0,0.0,0.9,0.0,0.0,0.0,2.854764956770679,RED (EXIT/AVOID),193.26112117461872,195.2618800812186,188.53010586854447,189.832139334857,0.8012536295354414,2025-08-08
7,家用电器,0.0,0.0,-0.1,1.0,2.0,-3.0,-0.14575972984054975,RED (EXIT/AVOID),136.4008422136425,137.48700593724374,136.16839762745033,136.64197864382422,-0.4362319609314864,2025-08-08
8,电力,0.0,0.0,-0.1,0.9,0.0,-3.0,-2.1467195575519806,RED (EXIT/AVOID),124.01336125531735,124.7080335881931,123.4915686899925,123.81047864535684,-0.5592286407658603,2025-08-08
9,白酒,0.0,0.0,0.1,0.9,2.0,-3.0,0.05544995761376326,RED (EXIT/AVOID),80.65834135032297,80.87109457500033,79.70653474880623,80.01967034404427,-0.7617778572226785,2025-08-08
10,电网设备,0.0,0.0,0.3,0.0,0.0,0.0,0.2788114111594247,RED (EXIT/AVOID),127.24371137689072,131.53937039768556,126.73838436855388,130.28991016563822,0.6093158723950065,2025-08-08
11,电池,0.0,0.0,0.1,0.9,0.0,0.0,0.9979797859466422,RED (EXIT/AVOID),142.12080080264687,143.61542364480044,140.89160226231542,141.46354314725536,-0.429417603940491,2025-08-08
12,整车,0.0,0.0,0.0,0.8,0.0,-3.0,-2.142097585547205,RED (EXIT/AVOID),113.30430796682984,113.53951717583712,112.43077726806173,112.63617481013793,-0.236012878514877,2025-08-08
13,能源,2.0,0.0,0.4,0.0,0.0,0.0,2.382853907159111,RED (EXIT/AVOID),129.48683371016185,131.4954308393165,128.72801901978616,130.06848390212994,0.4546267756723345,2025-08-08
0,MARKET_PROXY,0.0,0.0,0.5,0.0,2.0,0.0,2.4612141397680998,RED (EXIT/AVOID),190.08167003670164,193.77637615972617,189.00054891929705,191.7648096308936,0.1504788582429428,2025-08-11
1,银行,0.0,0.0,0.4,0.0,0.0,0.0,0.3606023137175056,RED (EXIT/AVOID),180.1623788155021,181.24909120321698,177.88515268089284,179.2408391222064,0.460065813908541,2025-08-11
2,非银金融,0.0,0.0,0.2,0.9,2.0,0.0,3.0773887495799777,YELLOW (WATCH/HOLD),155.4848610098679,157.5564544864329,154.82557390644092,155.85685379471533,0.29085652946864604,2025-08-11
3,半导体,2.0,0.0,0.6,0.0,0.0,0.0,2.5821081480589956,RED (EXIT/AVOID),229.7613663578559,231.90360667609963,226.68121566416218,229.25293042228273,0.30124908917961557,2025-08-11
4,软件,2.0,0.0,0.5,0.0,0.0,0.0,2.4859192851993672,RED (EXIT/AVOID),139.08786641566255,143.9577764896077,138.62565482699802,142.7512758008996,0.663208949957182,2025-08-11
5,光模块中游,2.0,0.0,1.0,0.0,0.0,0.0,3.0,YELLOW (WATCH/HOLD),223.46844201936844,233.72861205544686,222.71699793314443,229.82166794511514,0.05309260884183076,2025-08-11
6,军工电子,2.0,0.0,0.8,0.0,0.0,0.0,2.81214418845509,RED (EXIT/AVOID),189.69908675222803,192.14764211049544,187.72635538850773,189.05950058277398,0.6030260327559386,2025-08-11
7,家用电器,0.0,0.0,-0.1,1.0,2.0,-3.0,-0.1386157294050232,RED (EXIT/AVOID),136.57163367124892,137.08286715395553,135.99685171209077,136.72049343232194,-0.3680999796022357,2025-08-11
8,电力,0.0,0.0,-0.1,0.9,2.0,-3.0,-0.20384631823099753,RED (EXIT/AVOID),123.85553340468921,123.99419631281367,122.36633338369302,122.95895219220463,-0.14007256210557473,2025-08-11
9,白酒,0.0,0.0,0.2,0.0,0.0,-3.0,-2.792333361423316,RED (EXIT/AVOID),80.046481372939,83.4591705085946,80.03654629047888,83.08041592416579,1.9138695711188625,2025-08-11
10,电网设备,0.0,0.0,0.3,0.0,0.0,0.0,0.32684976700907903,RED (EXIT/AVOID),130.82747987532744,132.15713231307444,129.55672377201964,131.42575751327772,0.5208703060537296,2025-08-11
11,电池,0.0,0.0,0.1,0.9,0.0,0.0,0.9903082431244372,RED (EXIT/AVOID),142.50134051381718,146.78725856487827,141.87177816063783,145.9178492609381,1.1660998677690029,2025-08-11
12,整车,0.0,0.0,0.0,0.8,0.0,0.0,0.8487832040016561,RED (EXIT/AVOID),112.74938980125289,114.77205149324165,112.48222288141862,114.0182935811633,0.5112959984208747,2025-08-11
13,能源,0.0,0.0,0.4,0.0,0.0,0.0,0.39676126821341895,RED (EXIT/AVOID),130.51346728618066,131.00111739900726,128.27224287458887,128.81352508442262,0.35987217238671304,2025-08-11
0,MARKET_PROXY,0.0,0.0,0.5,0.0,2.0,0.0,2.5001468745998072,RED (EXIT/AVOID),191.87479194331988,196.08512053224013,190.59770375369837,194.6089963167073,0.10376912837543725,2025-08-12
1,银行,0.0,0.0,0.4,0.0,0.0,0.0,0.3818291136866189,RED (EXIT/AVOID),179.16324568535697,181.71394596076797,178.7932319776947,181.08904817419668,0.14549493522718035,2025-08-12
